model,video_id,dim,question,score_entita,score_eventi,score_inferenza,score_comprensione,livello,proficiency_pass,vsv_item_accuracy,vsv_correct_items,vsv_pool_correct
qwen-30B,video090,spaziale,Dove guarda l'uomo quando i musicisti gli chiedono il giorno?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video090,temporale,Il perito industriale Gudo Colsi arriva prima o dopo l'appuntamento stabilito?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video090,causale,Perché l'uomo in costume si è congelato?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video091,spaziale,Dove salgono i passeggeri?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video091,temporale,La donna urla agli uomini prima o dopo che inizino a correre?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video091,causale,Cosa causa l'ira della donna?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video092,spaziale,Dove va l'uomo con i pantaloncini blu dopo che si è alzato?,0,0,0,0,insufficiente,0,0.25,1,0
qwen-30B,video092,temporale,La donna con la scopa si arrabbia prima o dopo essere caduta nel buco?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video092,causale,Perché l'hostess si arrabbia?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video093,spaziale,Dove indica la bambina con la maglietta gialla?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video093,temporale,La bambina con la maglia gialla chiede alla mamma di comprare le patatine prima o dopo che la bambina con la coroncina salga sulla Ferrari?,0,50,0,20,insufficiente,0,0.25,1,0
qwen-30B,video093,causale,Perché la donna dice alla bambina di andare piano?,50,30,20,30,parziale,0,0.75,3,0
qwen-30B,video094,spaziale,Dove inciampa la donna col vestito verde?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video094,temporale,La folla ride prima o dopo che la donna urti l'uomo?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video094,causale,Perché la folla ride?,80,60,40,50,parziale,0,0.5,2,0
qwen-30B,video095,spaziale,Dov'era il professore prima di andare dal preside?,50,50,30,40,parziale,0,0.75,3,0
qwen-30B,video095,temporale,Il professore va nell'ufficio del preside prima o dopo aver parlato con il bidello?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video095,causale,Perché il professore esce dalla classe?,40,30,20,30,insufficiente,0,1.0,4,1
qwen-30B,video096,spaziale,Dove si trova la cagnolina?,80,80,80,80,sufficiente,1,1.0,4,1
qwen-30B,video096,temporale,L'animale mangia il biscotto prima o dopo il comando?,20,0,0,10,insufficiente,0,0.5,2,0
qwen-30B,video096,causale,Perché l'uomo dà un biscotto alla cagnolina?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video097,spaziale,Dove si sono appese le ragazze?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video097,temporale,Le ragazze si sono appese prima o dopo aver alzato le ginocchia?,50,30,20,25,insufficiente,0,0.75,3,0
qwen-30B,video097,causale,Perché le ragazze si sono appese alle sbarre?,80,70,50,60,sufficiente,1,0.75,3,0
qwen-30B,video098,spaziale,Dove si trova il jack di picche?,100,100,100,100,completa,1,0.0,0,0
qwen-30B,video098,temporale,Dopo quante carte viene estratta la carta corretta?,0,0,0,0,insufficiente,0,0.25,1,0
qwen-30B,video098,causale,Perché la donna è sorpresa di trovare il jack di picche?,50,60,40,45,parziale,0,1.0,4,1
qwen-30B,video099,spaziale,Dove si trova la leccia?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video099,temporale,Il pescatore capisce che la leccia è grossa prima o dopo averla pescata?,50,40,30,35,parziale,0,0.5,2,0
qwen-30B,video099,causale,Perché la leccia non entra nel guadino?,50,30,20,30,insufficiente,0,0.5,2,0
qwen-30B,video100,spaziale,Dove si trova il cartello con le istruzioni per entrare?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video100,temporale,Cosa mostra prima la bambina: il disegno che ritrae lei o quello che ritrae Vanessa?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video100,causale,Perché la mamma dice alla bambina che da grande farà l'artistico?,50,40,30,35,parziale,0,0.5,2,0
