id,video_id,video_name,pool_id,pool_item,question_category,question,annotator,human_answer,caption,foil
video008_spaziale_04,video008,video008.mp4,video008_spaziale,4,spaziale,Dove mette 'spesa proletaria' l'uomo con la fascia rossa?,michela,se lo nasconde nel petto,L'uomo con la fascia rossa nasconde 'spesa proletaria' nel petto.,L'uomo con la fascia rossa nasconde 'spesa proletaria' nella tasca.
video008_temporale_01,video008,video008.mp4,video008_temporale,1,temporale,La donna con il grembiule rosso arriva prima o dopo che l'uomo con il gilet nero spieghi il piano di fuga all'uomo col completo?,Memmo,dopo,La donna con il grembiule rosso arriva dopo che l'uomo con il gilet nero spieghi il piano di fuga all'uomo col completo.,La donna con il grembiule rosso arriva prima che l'uomo con il gilet nero spieghi il piano di fuga all'uomo col completo.
video008_temporale_02,video008,video008.mp4,video008_temporale,2,temporale,La donna con il grembiule rosso arriva prima o dopo che l'uomo con il gilet nero spieghi il piano di fuga all'uomo col completo?,barbara,dopo,La donna con il grembiule rosso arriva dopo che l'uomo con il gilet nero spieghi il piano di fuga all'uomo col completo.,La donna con il grembiule rosso arriva prima che l'uomo con il gilet nero spieghi il piano di fuga all'uomo col completo.
video008_temporale_03,video008,video008.mp4,video008_temporale,3,temporale,La donna con il grembiule rosso arriva prima o dopo che l'uomo con il gilet nero spieghi il piano di fuga all'uomo col completo?,eli,"in seguito, quando arriva e si accorge che è in corso un furto",La donna con il grembiule rosso arriva in seguito e si accorge che è in corso un furto.,La donna con il grembiule rosso arriva prima e si accorge che è in corso un furto.
video008_temporale_04,video008,video008.mp4,video008_temporale,4,temporale,La donna con il grembiule rosso arriva prima o dopo che l'uomo con il gilet nero spieghi il piano di fuga all'uomo col completo?,michela,arriva dopo quando si accorge che stanno rubando,"La donna con il grembiule rosso arriva dopo, quando si accorge che stanno rubando.","La donna con il grembiule rosso arriva prima, quando si accorge che stanno rubando."
video009_causale_01,video009,video009.mp4,video009_causale,1,causale,Perché l'uomo con il cappello peloso urla 'a me non piacciono gli uomini'?,Memmo,Perchè è stato scambiato per omosessuale,L'uomo con il cappello peloso urla perché è stato scambiato per omosessuale.,L'uomo con il cappello peloso urla perché ha visto un animale pericoloso.
video009_causale_02,video009,video009.mp4,video009_causale,2,causale,Perché l'uomo con il cappello peloso urla 'a me non piacciono gli uomini'?,barbara,perchè non è omosessuale,L'uomo con il cappello peloso urla 'a me non piacciono gli uomini' perché non è omosessuale.,L'uomo con il cappello peloso urla 'a me non piacciono gli uomini' perché è arrabbiato.
video009_causale_03,video009,video009.mp4,video009_causale,3,causale,Perché l'uomo con il cappello peloso urla 'a me non piacciono gli uomini'?,eli,"perché si arrabbia quando il receptionist presume che lui e suo genero siano una coppia, cosa che lui nega",L'uomo con il cappello peloso urla perché si arrabbia quando il receptionist presume erroneamente che lui e suo genero siano una coppia.,L'uomo con il cappello peloso urla perché si arrabbia quando il receptionist ignora la loro presenza.
video009_causale_04,video009,video009.mp4,video009_causale,4,causale,Perché l'uomo con il cappello peloso urla 'a me non piacciono gli uomini'?,michela,perché è arrabbiato che il receptionist abbia assunto che lui e suo genero siano una coppia,L'uomo con il cappello peloso urla perché è arrabbiato che il receptionist abbia assunto che lui e suo genero siano una coppia.,L'uomo con il cappello peloso urla perché è felice che il receptionist abbia riconosciuto il suo legame con il genero.
video009_spaziale_01,video009,video009.mp4,video009_spaziale,1,spaziale,Dove mette i 100 dollari l'uomo col cappello peloso?,Memmo,In bocca al receptionist,L'uomo col cappello peloso mette i 100 dollari in bocca al receptionist.,L'uomo col cappello peloso mette i 100 dollari in tasca al receptionist.
video009_spaziale_02,video009,video009.mp4,video009_spaziale,2,spaziale,Dove mette i 100 dollari l'uomo col cappello peloso?,barbara,in bocca al portiere,L'uomo col cappello peloso mette i 100 dollari in bocca al portiere.,L'uomo col cappello peloso mette i 100 dollari in tasca al portiere.
video009_spaziale_03,video009,video009.mp4,video009_spaziale,3,spaziale,Dove mette i 100 dollari l'uomo col cappello peloso?,eli,"vicino al receptionist, con i cento dollari prima tenuti in mano e poi consegnati a lui","L'uomo col cappello peloso mette i cento dollari vicino al receptionist, dopo averli tenuti in mano e poi consegnati a lui.","L'uomo col cappello peloso mette i cento dollari sopra un tavolo, dopo averli tenuti in mano e poi consegnati a lui."
video009_spaziale_04,video009,video009.mp4,video009_spaziale,4,spaziale,Dove mette i 100 dollari l'uomo col cappello peloso?,michela,il cliente mette i 100 dollari  nella mano prima di darli al receptionist,L'uomo col cappello peloso mette i 100 dollari nella mano prima di darli al receptionist.,L'uomo col cappello peloso mette i 100 dollari sul bancone prima di darli al receptionist.
video009_temporale_01,video009,video009.mp4,video009_temporale,1,temporale,L'uomo con il cappello peloso viene scambiato per omosessuale prima o dopo aver chiesto il cambio di camera?,Memmo,Fin da subito,L'uomo con il cappello peloso viene scambiato per omosessuale fin da subito.,L'uomo con il cappello peloso viene scambiato per omosessuale solo più tardi.
video009_temporale_02,video009,video009.mp4,video009_temporale,2,temporale,L'uomo con il cappello peloso viene scambiato per omosessuale prima o dopo aver chiesto il cambio di camera?,barbara,dopo,L'uomo con il cappello peloso viene scambiato per omosessuale dopo aver chiesto il cambio di camera.,L'uomo con il cappello peloso viene scambiato per omosessuale prima di chiedere il cambio di camera.
video009_temporale_03,video009,video009.mp4,video009_temporale,3,temporale,L'uomo con il cappello peloso viene scambiato per omosessuale prima o dopo aver chiesto il cambio di camera?,eli,"prima di chiedere il cambio di stanza, dopo essere stato scambiato per omosessuale",L'uomo con il cappello peloso viene scambiato per omosessuale prima di chiedere il cambio di stanza.,L'uomo con il cappello peloso viene scambiato per omosessuale dopo aver richiesto il cambio di stanza.
video009_temporale_04,video009,video009.mp4,video009_temporale,4,temporale,L'uomo con il cappello peloso viene scambiato per omosessuale prima o dopo aver chiesto il cambio di camera?,michela,viene scambiato per omosessuale prima di chiedere il cambio di stanza,L'uomo con il cappello peloso viene scambiato per omosessuale prima di chiedere il cambio di stanza.,L'uomo con il cappello peloso viene scambiato per omosessuale dopo aver chiesto il cambio di stanza.
video010_causale_01,video010,video010.mp4,video010_causale,1,causale,Perché i pazienti e i familiari sono arrabbiati?,Memmo,Perchè le infrastrutture sono fallaci e ci piove dentro,I pazienti e i familiari sono arrabbiati perché le infrastrutture sono fallaci e ci piove dentro.,I pazienti e i familiari sono arrabbiati perché il personale medico è scortese.
video010_causale_02,video010,video010.mp4,video010_causale,2,causale,Perché i pazienti e i familiari sono arrabbiati?,barbara,perchè il controsoffitto è caduto e piove nel reparto,I pazienti e i familiari sono arrabbiati perché il controsoffitto è caduto e piove nel reparto.,I pazienti e i familiari sono arrabbiati perché il riscaldamento non funziona e fa freddo nel reparto.
video010_causale_03,video010,video010.mp4,video010_causale,3,causale,Perché i pazienti e i familiari sono arrabbiati?,eli,"perché il controsoffitto ha ceduto, l'acqua entra nel reparto e l'area di malattie infettive risulta danneggiata","I pazienti e i familiari sono arrabbiati perché il controsoffitto ha ceduto, l'acqua entra nel reparto e l'area di malattie infettive risulta danneggiata.",I pazienti e i familiari sono arrabbiati perché il sistema di ventilazione è guasto e l'area di malattie infettive risulta danneggiata.
video010_causale_04,video010,video010.mp4,video010_causale,4,causale,Perché i pazienti e i familiari sono arrabbiati?,michela,perché il reparto di malattie infettive è danneggiato,I pazienti e i familiari sono arrabbiati perché il reparto di malattie infettive è danneggiato.,I pazienti e i familiari sono arrabbiati perché il personale medico è scortese.
video010_spaziale_01,video010,video010.mp4,video010_spaziale,1,spaziale,Da dove scende l'acqua?,Memmo,Dai diroccamenti dell'ospedale,L'acqua scende dai diroccamenti dell'ospedale.,L'acqua scende dai diroccamenti del castello.
video010_spaziale_02,video010,video010.mp4,video010_spaziale,2,spaziale,Da dove scende l'acqua?,barbara,dal controsoffitto,L'acqua scende dal controsoffitto.,L'acqua scende dai muri laterali.
video010_spaziale_03,video010,video010.mp4,video010_spaziale,3,spaziale,Da dove scende l'acqua?,eli,"dalla parte interna del tetto dell'ospedale, attraverso il controsoffitto","L'acqua scende dalla parte interna del tetto dell'ospedale, attraverso il controsoffitto.","L'acqua scende dalla parte esterna del tetto dell'ospedale, attraverso il controsoffitto."
video010_spaziale_04,video010,video010.mp4,video010_spaziale,4,spaziale,Da dove scende l'acqua?,michela,dall'interodel tetto dell'ospedale,L'acqua scende dall'intero tetto dell'ospedale.,L'acqua scende dal balcone del teatro.
video010_temporale_01,video010,video010.mp4,video010_temporale,1,temporale,I familiari dei pazienti denunciano i danni all'ospedale prima o dopo che piova?,Memmo,dopo,I familiari dei pazienti denunciano i danni all'ospedale dopo che piova.,I familiari dei pazienti denunciano i danni all'ospedale prima che piova.
video010_temporale_02,video010,video010.mp4,video010_temporale,2,temporale,I familiari dei pazienti denunciano i danni all'ospedale prima o dopo che piova?,barbara,dopo,I familiari dei pazienti denunciano i danni all'ospedale dopo che piova.,I familiari dei pazienti denunciano i danni all'ospedale prima che piova.
video010_temporale_03,video010,video010.mp4,video010_temporale,3,temporale,I familiari dei pazienti denunciano i danni all'ospedale prima o dopo che piova?,eli,successivamente alla pioggia torrenziale,I familiari dei pazienti denunciano i danni all'ospedale successivamente alla pioggia torrenziale.,I familiari dei pazienti denunciano i danni all'ospedale prima della pioggia torrenziale.
video010_temporale_04,video010,video010.mp4,video010_temporale,4,temporale,I familiari dei pazienti denunciano i danni all'ospedale prima o dopo che piova?,michela,dopo la pioggia torrenziale,I familiari dei pazienti denunciano i danni all'ospedale dopo la pioggia torrenziale.,I familiari dei pazienti denunciano i danni all'ospedale prima della pioggia torrenziale.
video011_causale_01,video011,video011.mp4,video011_causale,1,causale,Perché la figlia dice al padre 'scandaloso'?,Memmo,perchè il padre sta giocando piuttosto che lavorare come diceva,La figlia dice 'scandaloso' al padre perché sta giocando piuttosto che lavorare come aveva detto.,La figlia dice 'scandaloso' al padre perché sta mangiando piuttosto che giocare come aveva detto.
video011_causale_02,video011,video011.mp4,video011_causale,2,causale,Perché la figlia dice al padre 'scandaloso'?,barbara,perchè il padre dice una bugia,La figlia dice 'scandaloso' al padre perchè dice una bugia.,La figlia dice 'scandaloso' al padre perchè ha scoperto la verità.
video011_causale_03,video011,video011.mp4,video011_causale,3,causale,Perché la figlia dice al padre 'scandaloso'?,eli,perché è sconcertata dal comportamento del padre: le dice una bugia e preferisce giocare al telefono invece di raggiungerla,La figlia dice 'scandaloso' al padre perché è sconcertata dal suo comportamento: le dice una bugia e preferisce giocare al telefono invece di raggiungerla.,La figlia dice 'scandaloso' al padre perché è scontenta del suo regalo: le ha promesso un viaggio ma l'ha portata a una cena noiosa.
video011_causale_04,video011,video011.mp4,video011_causale,4,causale,Perché la figlia dice al padre 'scandaloso'?,michela,perché è sconcertata dal fatto che il padre preferisca stare a giocare con il telefono anziché andare da lei che lo chiama,La figlia dice 'scandaloso' al padre perché è sconcertata dal fatto che preferisca giocare con il telefono anziché andare da lei che lo chiama.,La figlia dice 'scandaloso' al padre perché è arrabbiata che abbia dimenticato il suo compleanno.
video011_spaziale_01,video011,video011.mp4,video011_spaziale,1,spaziale,Dove si trova il cellulare?,Memmo,in mano al padre,Il cellulare si trova in mano al padre.,Il cellulare si trova sul tavolo.
video011_spaziale_02,video011,video011.mp4,video011_spaziale,2,spaziale,Dove si trova il cellulare?,barbara,nelle mani di papà,Il cellulare si trova nelle mani di papà.,Il cellulare si trova sul tavolo.
video011_spaziale_03,video011,video011.mp4,video011_spaziale,3,spaziale,Dove si trova il cellulare?,eli,"davanti al padre con il maglione verde, tra le sue mani","Il cellulare si trova davanti al padre con il maglione verde, tra le sue mani.","Il cellulare si trova dietro al padre con il maglione verde, tra le sue mani."
video011_spaziale_04,video011,video011.mp4,video011_spaziale,4,spaziale,Dove si trova il cellulare?,michela,davanti all'uomo con il maglione verde,Il cellulare si trova davanti all'uomo con il maglione verde.,Il cellulare si trova dietro all'uomo con il maglione verde.
